product_name,product_type,active_ingredients,skin_type,benefits,brand,product_name_clean,active_ingredients_clean,benefits_clean,text,normalized_text,clean_text
Somethinc Dark Spot Reducer Ampoule,Serum,"D-Panthenol , Oligopeptide-2 , Tranexamoyl Dipeptide-23",Semua Jenis Kulit,"Menghambat proses hiperpigmentasi
Menyamarkan noda hitam
Memberikan efek double brightening tanpa mengiritasi kulit
Melembapkan dan mengunci kelembapan kulit
Meredakan iritasi dan kemerahan
Mencegah inflamasi pada kulit
Meregenerasi dan melindungi kulit
Membantu detoksifikasi protein yang rusak
Memperbaiki tekstur serta tampilan warna kulit, terutama area mata",somethinc,somethinc dark spot reducer ampoule,d panthenol oligopeptide 2 tranexamoyl dipeptide 23,menghambat proses hiperpigmentasi menyamarkan noda hitam memberikan efek double brightening tanpa mengiritasi kulit melembapkan dan mengunci kelembapan kulit meredakan iritasi dan kemerahan mencegah inflamasi pada kulit meregenerasi dan melindungi kulit membantu detoksifikasi protein yang rusak memperbaiki tekstur serta tampilan warna kulit terutama area mata,somethinc dark spot reducer ampoule d panthenol oligopeptide 2 tranexamoyl dipeptide 23 menghambat proses hiperpigmentasi menyamarkan noda hitam memberikan efek double brightening tanpa mengiritasi kulit melembapkan dan mengunci kelembapan kulit meredakan iritasi dan kemerahan mencegah inflamasi pada kulit meregenerasi dan melindungi kulit membantu detoksifikasi protein yang rusak memperbaiki tekstur serta tampilan warna kulit terutama area mata,somethinc dark spot reducer ampoule d panthenol oligopeptide tranexamoyl dipeptide menghambat proses hiperpigmentasi menyamarkan noda hitam memberikan efek double brightening tanpa mengiritasi kulit melembapkan dan mengunci kelembapan kulit meredakan iritasi dan kemerahan mencegah inflamasi pada kulit meregenerasi dan melindungi kulit membantu detoksifikasi protein yang rusak memperbaiki tekstur serta tampilan warna kulit terutama area mata,somethinc dark spot reducer ampoule d panthenol oligopeptide tranexamoyl dipeptide hambat proses hiperpigmentasi samar noda hitam beri efek double brightening tanpa iritasi kulit lembap dan kunci lembap kulit reda iritasi dan merah cegah inflamasi pada kulit regenerasi dan lindung kulit bantu detoksifikasi protein yang rusak baik tekstur serta tampil warna kulit utama area mata
Somethinc Diamond Phyto Stem Cell Serum,Serum,"Aqua,Hydrogenated Lecithin, Ammonium Polyacryloyldimethyl Taurate, Butylene Glycol, PEG-40
Hydrogenated Castor Oil, Potassium Methoxysalicylate, Trehalose, Phenoxyethanol, Neopentyl Glycol Diheptanoate, Dipentaerythrityl HexaC5-9Acid Esters, Polymethylsilsesquioxane, Polyglyceryl-4 Caprate,
Benzotriazolyl Dodecyl P-Cresol, BHT, Disodium EDTA, Ethylhexylglycerin, Malus Domestica Fruit Cell Culture Extract, Fragrance, t-Butyl Alcohol, Xanthan Gum,
 Lactic Acid / Glycolic Acid Copolymer, Glycerin, Caprylyl Glycol, CI 42090, Lecithin, Diamond Powder, CI 16255, Polyvinyl Alcohol, Glyceryl Caprylate, Phenylpropanol, CI 17200, 
Guaiazulene, Copper Palmitoyl Heptapeptide-14, Palmitoyl SH-Hexapeptide-13 Serine SP Amide.",Semua Jenis Kulit,"Membantu membuat kulit halus dan bercahaya
Membantu mempercepat pembaruan lapisan kulit
Membantu melawan tanda-tanda penuaan dini
Membantu mencerahkan dan meratakan warna kulit
Memberikan efek soft focus filter serta kilau alami pada kulit
Menyamarkan garis halus dan kerutan
Meningkatkan kilau kulit hingga 45% dalam 4 minggu dan membuat kulit tampak lebih cerah dalam 2 minggu
Menghaluskan kulit dan mencerahkan dengan menghambat pembentukan melanin
Menenangkan kemerahan pada kulit dan mencegah tanda-tanda penuaan",somethinc,somethinc diamond phyto stem cell serum,aqua hydrogenated lecithin ammonium polyacryloyldimethyl taurate butylene glycol peg 40 hydrogenated castor oil potassium methoxysalicylate trehalose phenoxyethanol neopentyl glycol diheptanoate dipentaerythrityl hexac5 9acid esters polymethylsilsesquioxane polyglyceryl 4 caprate benzotriazolyl dodecyl p cresol bht disodium edta ethylhexylglycerin malus domestica fruit cell culture extract fragrance t butyl alcohol xanthan gum lactic acid glycolic acid copolymer glycerin caprylyl glycol ci 42090 lecithin diamond powder ci 16255 polyvinyl alcohol glyceryl caprylate phenylpropanol ci 17200 guaiazulene copper palmitoyl heptapeptide 14 palmitoyl sh hexapeptide 13 serine sp amide,membantu membuat kulit halus dan bercahaya membantu mempercepat pembaruan lapisan kulit membantu melawan tanda tanda penuaan dini membantu mencerahkan dan meratakan warna kulit memberikan efek soft focus filter serta kilau alami pada kulit menyamarkan garis halus dan kerutan meningkatkan kilau kulit hingga dalam minggu dan membuat kulit tampak lebih cerah dalam minggu menghaluskan kulit dan mencerahkan dengan menghambat pembentukan melanin menenangkan kemerahan pada kulit dan mencegah tanda tanda penuaan,somethinc diamond phyto stem cell serum aqua hydrogenated lecithin ammonium polyacryloyldimethyl taurate butylene glycol peg 40 hydrogenated castor oil potassium methoxysalicylate trehalose phenoxyethanol neopentyl glycol diheptanoate dipentaerythrityl hexac5 9acid esters polymethylsilsesquioxane polyglyceryl 4 caprate benzotriazolyl dodecyl p cresol bht disodium edta ethylhexylglycerin malus domestica fruit cell culture extract fragrance t butyl alcohol xanthan gum lactic acid glycolic acid copolymer glycerin caprylyl glycol ci 42090 lecithin diamond powder ci 16255 polyvinyl alcohol glyceryl caprylate phenylpropanol ci 17200 guaiazulene copper palmitoyl heptapeptide 14 palmitoyl sh hexapeptide 13 serine sp amide membantu membuat kulit halus dan bercahaya membantu mempercepat pembaruan lapisan kulit membantu melawan tanda tanda penuaan dini membantu mencerahkan dan meratakan warna kulit memberikan efek soft focus filter serta kilau alami pada kulit menyamarkan garis halus dan kerutan meningkatkan kilau kulit hingga dalam minggu dan membuat kulit tampak lebih cerah dalam minggu menghaluskan kulit dan mencerahkan dengan menghambat pembentukan melanin menenangkan kemerahan pada kulit dan mencegah tanda tanda penuaan,somethinc diamond phyto stem cell serum aqua hydrogenated lecithin ammonium polyacryloyldimethyl taurate butylene glycol peg hydrogenated castor oil potassium methoxysalicylate trehalose phenoxyethanol neopentyl glycol diheptanoate dipentaerythrityl hexac acid esters polymethylsilsesquioxane polyglyceryl caprate benzotriazolyl dodecyl p cresol bht disodium edta ethylhexylglycerin malus domestica fruit cell culture extract fragrance t butyl alcohol xanthan gum lactic acid glycolic acid copolymer glycerin caprylyl glycol ci lecithin diamond powder ci polyvinyl alcohol glyceryl caprylate phenylpropanol ci guaiazulene copper palmitoyl heptapeptide palmitoyl sh hexapeptide serine sp amide membantu membuat kulit halus dan bercahaya membantu mempercepat pembaruan lapisan kulit membantu melawan tanda tanda penuaan dini membantu mencerahkan dan meratakan warna kulit memberikan efek soft focus filter serta kilau alami pada kulit menyamarkan garis halus dan kerutan meningkatkan kilau kulit hingga dalam minggu dan membuat kulit tampak lebih cerah dalam minggu menghaluskan kulit dan mencerahkan dengan menghambat pembentukan melanin menenangkan kemerahan pada kulit dan mencegah tanda tanda penuaan,somethinc diamond phyto stem cell serum aqua hydrogenated lecithin ammonium polyacryloyldimethyl taurate butylene glycol peg hydrogenated castor oil potassium methoxysalicylate trehalose phenoxyethanol neopentyl glycol diheptanoate dipentaerythrityl hexac acid esters polymethylsilsesquioxane polyglyceryl caprate benzotriazolyl dodecyl p cresol bht sodium edta ethylhexylglycerin malus domestica fruit cell culture extract fragrance t butyl alcohol xanthan gum lactic acid glycolic acid copolymer glycerin caprylyl glycol ci lecithin diamond powder ci polyvinyl alcohol glyceryl caprylate phenylpropanol ci guaiazulene copper palmitoyl heptapeptide palmitoyl sh hexapeptide serine sp amide bantu buat kulit halus dan cahaya bantu cepat baru lapis kulit bantu lawan tanda tanda tua dini bantu cerah dan rata warna kulit beri efek soft focus filter serta kilau alami pada kulit samar garis halus dan kerut tingkat kilau kulit hingga dalam minggu dan buat kulit tampak lebih cerah dalam minggu halus kulit dan cerah dengan hambat bentuk melanin tenang merah pada kulit dan cegah tanda tanda tua
Somethinc 2% BHA Salicylic Acid Acne Treatment,Serum,"Water, Salicylic Acid, Acacia Senegal Gum, Trehalose, Pentylene Glycol, PPG-13-Decyltetradeceth-24, Butylene Glycol, 1,2-Hexanediol, 
Hydroxyethylcellulose, Benzotriazolyl Dodecyl P-Cresol, Disodium EDTA, Tromethamine, Hydrolyzed Algin, Ethylhexylglycerin, Sodium Citrate, Phragmites Karka Extract, 
Poria Cocos Extract, Citric Acid, Sodium Benzoate, Phenoxyethanol, Zinc Sulfate, CI 19140, CI 17200, Tocopherol.",Semua Jenis Kulit,"Mengurangi jerawat dan komedo
Mencegah terbentuknya jerawat baru
Membersihkan pori-pori yang tersumbat
Mengangkat sel kulit mati
Melawan bakteri penyebab jerawat
Mengurangi produksi sebum berlebih
Menenangkan kemerahan pada kulit
Memperbaiki skin barrier
Nyaman digunakan sehari-hari, tidak lengket
Cocok untuk kulit berminyak dan cenderung berjerawat",somethinc,somethinc 2% bha salicylic acid acne treatment,water salicylic acid acacia senegal gum trehalose pentylene glycol ppg 13 decyltetradeceth 24 butylene glycol 1 2 hexanediol hydroxyethylcellulose benzotriazolyl dodecyl p cresol disodium edta tromethamine hydrolyzed algin ethylhexylglycerin sodium citrate phragmites karka extract poria cocos extract citric acid sodium benzoate phenoxyethanol zinc sulfate ci 19140 ci 17200 tocopherol,mengurangi jerawat dan komedo mencegah terbentuknya jerawat baru membersihkan pori pori yang tersumbat mengangkat sel kulit mati melawan bakteri penyebab jerawat mengurangi produksi sebum berlebih menenangkan kemerahan pada kulit memperbaiki skin barrier nyaman digunakan sehari hari tidak lengket cocok untuk kulit berminyak dan cenderung berjerawat,somethinc 2% bha salicylic acid acne treatment water salicylic acid acacia senegal gum trehalose pentylene glycol ppg 13 decyltetradeceth 24 butylene glycol 1 2 hexanediol hydroxyethylcellulose benzotriazolyl dodecyl p cresol disodium edta tromethamine hydrolyzed algin ethylhexylglycerin sodium citrate phragmites karka extract poria cocos extract citric acid sodium benzoate phenoxyethanol zinc sulfate ci 19140 ci 17200 tocopherol mengurangi jerawat dan komedo mencegah terbentuknya jerawat baru membersihkan pori pori yang tersumbat mengangkat sel kulit mati melawan bakteri penyebab jerawat mengurangi produksi sebum berlebih menenangkan kemerahan pada kulit memperbaiki skin barrier nyaman digunakan sehari hari tidak lengket cocok untuk kulit berminyak dan cenderung berjerawat,somethinc bha salicylic acid acne treatment water salicylic acid acacia senegal gum trehalose pentylene glycol ppg decyltetradeceth butylene glycol hexanediol hydroxyethylcellulose benzotriazolyl dodecyl p cresol disodium edta tromethamine hydrolyzed algin ethylhexylglycerin sodium citrate phragmites karka extract poria cocos extract citric acid sodium benzoate phenoxyethanol zinc sulfate ci ci tocopherol mengurangi jerawat dan komedo mencegah terbentuknya jerawat baru membersihkan pori pori yang tersumbat mengangkat sel kulit mati melawan bakteri penyebab jerawat mengurangi produksi sebum berlebih menenangkan kemerahan pada kulit memperbaiki skin barrier nyaman digunakan sehari hari tidak lengket cocok untuk kulit berminyak dan cenderung berjerawat,somethinc bha salicylic acid acne treatment water salicylic acid acacia senegal gum trehalose pentylene glycol ppg decyltetradeceth butylene glycol hexanediol hydroxyethylcellulose benzotriazolyl dodecyl p cresol sodium edta tromethamine hydrolyzed algin ethylhexylglycerin sodium citrate phragmites karka extract poria cocos extract citric acid sodium benzoate phenoxyethanol zinc sulfate ci ci tocopherol kurang jerawat dan komedo cegah bentuk jerawat baru bersih pori pori yang sumbat angkat sel kulit mati lawan bakteri sebab jerawat kurang produksi sebum lebih tenang merah pada kulit baik skin barrier nyaman guna hari hari tidak lengket cocok untuk kulit minyak dan cenderung jerawat
Somethinc Niacinamide + Moisture Beet Serum,Serum,"Centella Asiatica Water (72.5%), Niacinamide (5%), methylpropanediol, Betaine, water, 1,2-Hexanediol, glycerin, polysorbate20, 
ammonium acryloyldimethyltaurate/vp copolymer, polyglyceryl10 laurate, Tetrahydrocurcumin, butylene glycol, xanthan gum,
adenosine, Hydrolyzed Algae Extract, Anthemis Nobilis Flower Extract, Beta Vulgaris (Beet) Root Extract, allantoin, Caffeine, Tocopherol(Vit E)",Semua Jenis Kulit,"Membantu Anda mencapai tingkat kristal cerah kulit yang maksimal, 
Memperbaiki tekstur kulit Anda, 
Memperkuat Penghalang Kulit,
 Menyamarkan Flek Gelap dan Hiperpigmentasi pada kulit, 
Melembabkan, Mengembalikan Kelenturan, Mengurangi Kemerahan, 
Melawan Jerawat , 
Meminimalkan Penampilan kulit kering",somethinc,somethinc niacinamide + moisture beet serum,centella asiatica water 72 5% niacinamide 5% methylpropanediol betaine water 1 2 hexanediol glycerin polysorbate20 ammonium acryloyldimethyltaurate vp copolymer polyglyceryl10 laurate tetrahydrocurcumin butylene glycol xanthan gum adenosine hydrolyzed algae extract anthemis nobilis flower extract beta vulgaris beet root extract allantoin caffeine tocopherol vit e,membantu anda mencapai tingkat kristal cerah kulit yang maksimal memperbaiki tekstur kulit anda memperkuat penghalang kulit menyamarkan flek gelap dan hiperpigmentasi pada kulit melembabkan mengembalikan kelenturan mengurangi kemerahan melawan jerawat meminimalkan penampilan kulit kering,somethinc niacinamide + moisture beet serum centella asiatica water 72 5% niacinamide 5% methylpropanediol betaine water 1 2 hexanediol glycerin polysorbate20 ammonium acryloyldimethyltaurate vp copolymer polyglyceryl10 laurate tetrahydrocurcumin butylene glycol xanthan gum adenosine hydrolyzed algae extract anthemis nobilis flower extract beta vulgaris beet root extract allantoin caffeine tocopherol vit e membantu anda mencapai tingkat kristal cerah kulit yang maksimal memperbaiki tekstur kulit anda memperkuat penghalang kulit menyamarkan flek gelap dan hiperpigmentasi pada kulit melembabkan mengembalikan kelenturan mengurangi kemerahan melawan jerawat meminimalkan penampilan kulit kering,somethinc niacinamide moisture beet serum centella asiatica water niacinamide methylpropanediol betaine water hexanediol glycerin polysorbate ammonium acryloyldimethyltaurate vp copolymer polyglyceryl laurate tetrahydrocurcumin butylene glycol xanthan gum adenosine hydrolyzed algae extract anthemis nobilis flower extract beta vulgaris beet root extract allantoin caffeine tocopherol vit e membantu anda mencapai tingkat kristal cerah kulit yang maksimal memperbaiki tekstur kulit anda memperkuat penghalang kulit menyamarkan flek gelap dan hiperpigmentasi pada kulit melembabkan mengembalikan kelenturan mengurangi kemerahan melawan jerawat meminimalkan penampilan kulit kering,somethinc niacinamide moisture beet serum centella asiatica water niacinamide methylpropanediol betaine water hexanediol glycerin polysorbate ammonium acryloyldimethyltaurate vp copolymer polyglyceryl laurate tetrahydrocurcumin butylene glycol xanthan gum adenosine hydrolyzed algae extract anthemis nobilis flower extract beta vulgar beet root extract allantoin caffeine tocopherol vit e bantu anda capai tingkat kristal cerah kulit yang maksimal baik tekstur kulit anda kuat halang kulit samar flek gelap dan hiperpigmentasi pada kulit melembabkan kembali lentur kurang merah lawan jerawat minimal tampil kulit kering
Somethinc Salmon Dna + Marine Collagen Elixir,Serum,"dna salmon, pseudoalteromonas ferment extract, hydrolyzed marine collagen, pearl, adenosine, biotin, dan deep sea water (65%",Semua Jenis Kulit,"Menjaga keremajaan dan elastisitas kulit
Menghidrasi kulit secara optimal
Membantu meratakan dan memperbaiki tekstur kulit
Menyamarkan pori-pori dan meningkatkan elastisitas kulit
Mencegah tanda-tanda penuaan dini
Mencerahkan kulit dan memberikan tampilan lebih halus
Melembapkan serta menstimulasi regenerasi sel kulit
Mengontrol kelebihan sebum dan mengurangi inflamasi pada kulit",somethinc,somethinc salmon dna + marine collagen elixir,dna salmon pseudoalteromonas ferment extract hydrolyzed marine collagen pearl adenosine biotin dan deep sea water 65%,menjaga keremajaan dan elastisitas kulit menghidrasi kulit secara optimal membantu meratakan dan memperbaiki tekstur kulit menyamarkan pori pori dan meningkatkan elastisitas kulit mencegah tanda tanda penuaan dini mencerahkan kulit dan memberikan tampilan lebih halus melembapkan serta menstimulasi regenerasi sel kulit mengontrol kelebihan sebum dan mengurangi inflamasi pada kulit,somethinc salmon dna + marine collagen elixir dna salmon pseudoalteromonas ferment extract hydrolyzed marine collagen pearl adenosine biotin dan deep sea water 65% menjaga keremajaan dan elastisitas kulit menghidrasi kulit secara optimal membantu meratakan dan memperbaiki tekstur kulit menyamarkan pori pori dan meningkatkan elastisitas kulit mencegah tanda tanda penuaan dini mencerahkan kulit dan memberikan tampilan lebih halus melembapkan serta menstimulasi regenerasi sel kulit mengontrol kelebihan sebum dan mengurangi inflamasi pada kulit,somethinc salmon dna marine collagen elixir dna salmon pseudoalteromonas ferment extract hydrolyzed marine collagen pearl adenosine biotin dan deep sea water menjaga keremajaan dan elastisitas kulit menghidrasi kulit secara optimal membantu meratakan dan memperbaiki tekstur kulit menyamarkan pori pori dan meningkatkan elastisitas kulit mencegah tanda tanda penuaan dini mencerahkan kulit dan memberikan tampilan lebih halus melembapkan serta menstimulasi regenerasi sel kulit mengontrol kelebihan sebum dan mengurangi inflamasi pada kulit,somethinc salmon dna marine collagen elixir dna salmon pseudoalteromonas ferment extract hydrolyzed marine collagen pearl adenosine biotin dan deep sea water jaga remaja dan elastisitas kulit hidrasi kulit cara optimal bantu rata dan baik tekstur kulit samar pori pori dan tingkat elastisitas kulit cegah tanda tanda tua dini cerah kulit dan beri tampil lebih halus lembap serta stimulasi regenerasi sel kulit kontrol lebih sebum dan kurang inflamasi pada kulit
Somethinc AHA BHA PHA Peeling Solution,Serum,"Lactobionic Acid (PHA), Niacinamide, Glycolic Acid (AHA), Salicylic Acid (BHA), Panthenol, Citric Acid (AHA ringan/pH-active).","kulit normal, kulit berminyak, kulit kombinasi","- Membantu membersihkan pori-pori tersumbat
- Mengangkat sel-sel kulit mati
- Menyamarkan bekas jerawat
- Membantu mencerahkan kulit
- Menjaga kelembaban kulit",somethinc,somethinc aha bha pha peeling solution,lactobionic acid pha niacinamide glycolic acid aha salicylic acid bha panthenol citric acid aha ringan ph active,membantu membersihkan pori pori tersumbat mengangkat sel sel kulit mati menyamarkan bekas jerawat membantu mencerahkan kulit menjaga kelembaban kulit,somethinc aha bha pha peeling solution lactobionic acid pha niacinamide glycolic acid aha salicylic acid bha panthenol citric acid aha ringan ph active membantu membersihkan pori pori tersumbat mengangkat sel sel kulit mati menyamarkan bekas jerawat membantu mencerahkan kulit menjaga kelembaban kulit,somethinc aha bha pha peeling solution lactobionic acid pha niacinamide glycolic acid aha salicylic acid bha panthenol citric acid aha ringan ph active membantu membersihkan pori pori tersumbat mengangkat sel sel kulit mati menyamarkan bekas jerawat membantu mencerahkan kulit menjaga kelembaban kulit,somethinc aha bha pha peeling solution lactobionic acid pha niacinamide glycolic acid aha salicylic acid bha panthenol citric acid aha ringan ph active bantu bersih pori pori sumbat angkat sel sel kulit mati samar bekas jerawat bantu cerah kulit jaga kelembaban kulit
Somethinc Acnedot Treatment Moisturizer Gel,Moisturizer,"Camellia Sinensis Leaf Water (Green Tea), Lactococcus Ferment Lysate, Sea Buckthorn (Hippophae Rhamnoides) Juice, Folic Acid Ferment (Bacillus/Folic Acid Ferment), Lactic Acid, Sodium Hyaluronate, Zinc Sulfate.
","kulit berminyak, kulit kombinasi","Melembabkan kulit berjerawat tanpa membuatnya semakin berminyak
Membantu melawan bakteri penyebab jerawat
Membantu memperkecil tampilan pori & mengontrol bakteri dalam 28 hari
Mendukung proses regenerasi kulit & menyeimbangkan mikroba di kulit",somethinc,somethinc acnedot treatment moisturizer gel,camellia sinensis leaf water green tea lactococcus ferment lysate sea buckthorn hippophae rhamnoides juice folic acid ferment bacillus folic acid ferment lactic acid sodium hyaluronate zinc sulfate,melembabkan kulit berjerawat tanpa membuatnya semakin berminyak membantu melawan bakteri penyebab jerawat membantu memperkecil tampilan pori dan mengontrol bakteri dalam hari mendukung proses regenerasi kulit dan menyeimbangkan mikroba di kulit,somethinc acnedot treatment moisturizer gel camellia sinensis leaf water green tea lactococcus ferment lysate sea buckthorn hippophae rhamnoides juice folic acid ferment bacillus folic acid ferment lactic acid sodium hyaluronate zinc sulfate melembabkan kulit berjerawat tanpa membuatnya semakin berminyak membantu melawan bakteri penyebab jerawat membantu memperkecil tampilan pori dan mengontrol bakteri dalam hari mendukung proses regenerasi kulit dan menyeimbangkan mikroba di kulit,somethinc acnedot treatment moisturizer gel camellia sinensis leaf water green tea lactococcus ferment lysate sea buckthorn hippophae rhamnoides juice folic acid ferment bacillus folic acid ferment lactic acid sodium hyaluronate zinc sulfate melembabkan kulit berjerawat tanpa membuatnya semakin berminyak membantu melawan bakteri penyebab jerawat membantu memperkecil tampilan pori dan mengontrol bakteri dalam hari mendukung proses regenerasi kulit dan menyeimbangkan mikroba di kulit,somethinc acnedot treatment moisturizer gel camellia sinensis leaf water green tea lactococcus ferment lysate sea buckthorn hippophae rhamnoides juice folic acid ferment bacillus folic acid ferment lactic acid sodium hyaluronate zinc sulfate melembabkan kulit jerawat tanpa buat makin minyak bantu lawan bakteri sebab jerawat bantu kecil tampil pori dan kontrol bakteri dalam hari dukung proses regenerasi kulit dan imbang mikroba di kulit
Somethinc Biospicule Renewal Serum,Serum,"Hydrolyzed Sponge (Biospicules), Honokiol, Magnolol, Resveratrol, SH-Oligopeptide-1, SH-Polypeptide-1, SH-Polypeptide-9, SH-Polypeptide-11, SH-Oligopeptide-2, Saccharomyces/Zinc Ferment, Salix Alba (Willow) Bark Extract, Sodium DNA.","kulit normal, kulit kombinasi","menyamarkan bekas jerawat, menghaluskan tekstur & garis halus, serta mengoptimalkan penyerapan skincare ke dalam kulit.",somethinc,somethinc biospicule renewal serum,hydrolyzed sponge biospicules honokiol magnolol resveratrol sh oligopeptide 1 sh polypeptide 1 sh polypeptide 9 sh polypeptide 11 sh oligopeptide 2 saccharomyces zinc ferment salix alba willow bark extract sodium dna,menyamarkan bekas jerawat menghaluskan tekstur dan garis halus serta mengoptimalkan penyerapan skincare ke dalam kulit,somethinc biospicule renewal serum hydrolyzed sponge biospicules honokiol magnolol resveratrol sh oligopeptide 1 sh polypeptide 1 sh polypeptide 9 sh polypeptide 11 sh oligopeptide 2 saccharomyces zinc ferment salix alba willow bark extract sodium dna menyamarkan bekas jerawat menghaluskan tekstur dan garis halus serta mengoptimalkan penyerapan skincare ke dalam kulit,somethinc biospicule renewal serum hydrolyzed sponge biospicules honokiol magnolol resveratrol sh oligopeptide sh polypeptide sh polypeptide sh polypeptide sh oligopeptide saccharomyces zinc ferment salix alba willow bark extract sodium dna menyamarkan bekas jerawat menghaluskan tekstur dan garis halus serta mengoptimalkan penyerapan skincare ke dalam kulit,somethinc biospicule renewal serum hydrolyzed sponge biospicules honokiol magnolol resveratrol sh oligopeptide sh polypeptide sh polypeptide sh polypeptide sh oligopeptide saccharomyces zinc ferment salix alba willow bark extract sodium dna samar bekas jerawat halus tekstur dan garis halus serta optimal serap skincare ke dalam kulit
Somethinc Bee Power Propolis & Manuka Honey Sleeping Mask,Mask,"Honey (Manuka) Extract, Propolis Extract, Bee Venom/Melittin, Tocopherol (Vitamin E), Beta-Carotene, Glycerin, Trehalose",semua jenis kulit,"Menenangkan kemerahan pada kulit, mengontrol sebum, mengurangi beruntusan, membantu melembabkan, menenangkan kemerahan akibat jerawat, membantu mempercepat pembaharuan lapisan, mengurangi tanda penuaan, membantu mencerahkan kulit, meningkatkan elastisitas, Melembabkan dan membantu menjaga barrier kulit",somethinc,somethinc bee power propolis manuka honey sleeping mask,honey manuka extract propolis extract bee venom melittin tocopherol vitamin e beta carotene glycerin trehalose,menenangkan kemerahan pada kulit mengontrol sebum mengurangi beruntusan membantu melembabkan menenangkan kemerahan akibat jerawat membantu mempercepat pembaharuan lapisan mengurangi tanda penuaan membantu mencerahkan kulit meningkatkan elastisitas melembabkan dan membantu menjaga barrier kulit,somethinc bee power propolis manuka honey sleeping mask honey manuka extract propolis extract bee venom melittin tocopherol vitamin e beta carotene glycerin trehalose menenangkan kemerahan pada kulit mengontrol sebum mengurangi beruntusan membantu melembabkan menenangkan kemerahan akibat jerawat membantu mempercepat pembaharuan lapisan mengurangi tanda penuaan membantu mencerahkan kulit meningkatkan elastisitas melembabkan dan membantu menjaga barrier kulit,somethinc bee power propolis manuka honey sleeping mask honey manuka extract propolis extract bee venom melittin tocopherol vitamin e beta carotene glycerin trehalose menenangkan kemerahan pada kulit mengontrol sebum mengurangi beruntusan membantu melembabkan menenangkan kemerahan akibat jerawat membantu mempercepat pembaharuan lapisan mengurangi tanda penuaan membantu mencerahkan kulit meningkatkan elastisitas melembabkan dan membantu menjaga barrier kulit,somethinc bee power propolis manuka honey sleeping mask honey manuka extract propolis extract bee venom melittin tocopherol vitamin e beta carotene glycerin trehalose tenang merah pada kulit kontrol sebum kurang beruntus bantu melembabkan tenang merah akibat jerawat bantu cepat baharu lapis kurang tanda tua bantu cerah kulit tingkat elastisitas melembabkan dan bantu jaga barrier kulit
Somethinc Supple Power Hyaluronic9+ Onsen Essence Toner,Toner,"Onsen-Sui (79%), Niacinamide, Betaine, Sodium Hyaluronate, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Hydroxypropyltrimonium Hyaluronate, Hydrolyzed Sodium Hyaluronate, Sodium Acetylated Hyaluronate, Potassium Hyaluronate, Caffeine, Adenosine, Allantoin","kulit kering, kulit normal, kulit kombinasi","Memberikan kelembaban maksimal di setiap layer lapisan kulit luar & dalam
Menjaga elastisitas kulit
Mengurangi kemerahan dan menenangkan kulit yang meradang
Menyeimbangkan pH kulit kembali setelah eksfoliasi",somethinc,somethinc supple power hyaluronic9+ onsen essence toner,onsen sui 79% niacinamide betaine sodium hyaluronate hyaluronic acid hydrolyzed hyaluronic acid hydroxypropyltrimonium hyaluronate hydrolyzed sodium hyaluronate sodium acetylated hyaluronate potassium hyaluronate caffeine adenosine allantoin,memberikan kelembaban maksimal di setiap layer lapisan kulit luar dan dalam menjaga elastisitas kulit mengurangi kemerahan dan menenangkan kulit yang meradang menyeimbangkan ph kulit kembali setelah eksfoliasi,somethinc supple power hyaluronic9+ onsen essence toner onsen sui 79% niacinamide betaine sodium hyaluronate hyaluronic acid hydrolyzed hyaluronic acid hydroxypropyltrimonium hyaluronate hydrolyzed sodium hyaluronate sodium acetylated hyaluronate potassium hyaluronate caffeine adenosine allantoin memberikan kelembaban maksimal di setiap layer lapisan kulit luar dan dalam menjaga elastisitas kulit mengurangi kemerahan dan menenangkan kulit yang meradang menyeimbangkan ph kulit kembali setelah eksfoliasi,somethinc supple power hyaluronic onsen essence toner onsen sui niacinamide betaine sodium hyaluronate hyaluronic acid hydrolyzed hyaluronic acid hydroxypropyltrimonium hyaluronate hydrolyzed sodium hyaluronate sodium acetylated hyaluronate potassium hyaluronate caffeine adenosine allantoin memberikan kelembaban maksimal di setiap layer lapisan kulit luar dan dalam menjaga elastisitas kulit mengurangi kemerahan dan menenangkan kulit yang meradang menyeimbangkan ph kulit kembali setelah eksfoliasi,somethinc supple power hyaluronic onsen essence toner onsen sui niacinamide betaine sodium hyaluronate hyaluronic acid hydrolyzed hyaluronic acid hydroxypropyltrimonium hyaluronate hydrolyzed sodium hyaluronate sodium acetylated hyaluronate potassium hyaluronate caffeine adenosine allantoin beri kelembaban maksimal di tiap layer lapis kulit luar dan dalam jaga elastisitas kulit kurang merah dan tenang kulit yang radang imbang ph kulit kembali telah eksfoliasi
